pitcher_id,pitcher_name,role,total_pitches,n_pitches_test,mean_surp_model,mean_surp_base,ppi,unpredictability_ratio,deception_plus,status
445276,Kenley Jansen,reliever,500,9,20.512944861722595,0.49166066097457517,-1,41.721753416394165,266.7119855041618,evaluated
696519,Samy Natera Jr.,reliever,167,19,12.696130677220946,0.9735834048267145,-1,13.0406194418245,144.90777854983332,evaluated
662253,Andrés Muñoz,reliever,500,15,10.868708943766503,1.0575249537931495,-1,10.277496436166752,133.17323532292272,evaluated
681982,Grant Anderson,reliever,500,20,8.409684826518879,1.219525871782462,-1,6.895864221582493,118.81198201704377,evaluated
642397,Gregory Soto,reliever,500,7,11.490396743815907,1.7647602197187962,-1,6.511024339412429,117.17762834421885,evaluated
682120,Tim Herrin,reliever,500,10,7.447709535688669,1.4650583022058814,-1,5.083558466222772,111.1154081826172,evaluated
801434,Paul Gervase,reliever,207,21,8.090216603442308,1.7581355112403982,-1,4.601588757930556,109.06855961147652,evaluated
682243,Bryce Miller,starter,500,89,7.436148494403479,1.663863173783862,-1,4.469206730198023,108.50635422875824,evaluated
677944,Slade Cecconi,starter,500,99,7.599702926270893,1.723975074630099,-1,4.408244085490335,108.24745558831249,evaluated
677976,Randy Dobnak,starter,262,59,7.597850411747607,1.8365953618661695,-1,4.1369212672014,107.09519080200386,evaluated
657649,Jared Koenig,reliever,500,20,7.0996048815675765,1.784363995361678,-1,3.9787873438505112,106.42362122098903,evaluated
621237,José Alvarado,reliever,500,26,4.047752407420918,1.0962988313094633,-1,3.692198050221508,105.20652214593039,evaluated
677865,Justin Bruihl,reliever,500,40,5.544512868133059,1.5108810086187612,-1,3.6697217295767195,105.11106879273252,evaluated
622088,Tejay Antone,reliever,403,5,6.232550481121874,1.8370315960397918,-1,3.392729060598515,103.93472505377967,evaluated
682254,Mason Montgomery,reliever,500,14,4.418541033921876,1.3092051600399628,-1,3.3749798494431555,103.85934698153328,evaluated
683618,Edgardo Henriquez,reliever,500,10,5.1207136340293085,1.6488065201104707,-1,3.1057092336620666,102.71579757235023,evaluated
660825,Eduard Bazardo,reliever,500,10,2.1024636650770434,0.7676515915726764,-1,2.7388253840127623,101.15770030916295,evaluated
681676,Ryan Fernandez,reliever,500,12,2.7656468277180655,1.0871711894648979,-1,2.5438926771774626,100.32985215690417,evaluated
592155,Cam Booser,reliever,500,15,3.4337780429302858,1.3656145830939541,-1,2.5144561909632466,100.20484008931912,evaluated
668941,JoJo Romero,reliever,500,11,3.134865345702016,1.3125666359736516,-1,2.3883475777796206,99.66927689880646,evaluated
685126,Brandon Eisert,reliever,500,12,2.660496798103251,1.191918531501068,-1,2.23211295721084,99.00577335413963,evaluated
676534,Calvin Faucher,reliever,500,14,3.463060374837297,1.5532960229220931,-1,2.2294915609984725,98.9946407020261,evaluated
686560,Gavin Collyer,reliever,313,12,3.163078608436428,1.4251883089092339,-1,2.2194109989979403,98.95183016108942,evaluated
693855,Ian Seymour,starter,500,82,3.248773765826241,1.5927211787626891,-1,2.0397630226466017,98.18889382426862,evaluated
695239,Robby Ahlstrom,reliever,181,9,3.3066829833710414,1.7878074341248977,-0.8495744677276209,1.849574467727621,97.38119332943337,evaluated
668390,Cole Winn,reliever,500,16,2.647410189940959,1.4495767219875137,-0.8263332666594538,1.8263332666594538,97.28249165092637,evaluated
673513,Yuki Matsui,reliever,500,28,2.6433275210839713,1.4584818283302479,-0.8123828968854563,1.8123828968854563,97.22324665285383,evaluated
608566,Germán Márquez,starter,500,55,2.519300642765208,1.3990712919716701,-0.8006949733167861,1.800694973316786,97.1736099033973,evaluated
679775,Kyle Backhus,reliever,500,12,2.1332066114115573,1.2046083588920413,-0.7708714999899302,1.7708714999899302,97.0469543631937,evaluated
669270,Joel Kuhnel,reliever,500,21,2.6006071033273903,1.4738798504703832,-0.7644634347212336,1.7644634347212336,97.01974033083162,evaluated
669684,Chris Murphy,reliever,500,15,2.7913199808160285,1.616122841276226,-0.7271706763402763,1.7271706763402763,96.86136392689447,evaluated
656794,Sean Newcomb,reliever,500,26,2.2454853888379955,1.3079458901848515,-0.7168029699765652,1.7168029699765652,96.81733392959077,evaluated
680767,Victor Vodnik,reliever,500,12,2.4606442663082766,1.4760195881269387,-0.6670810374751337,1.6670810374751337,96.6061728031882,evaluated
694462,Hurston Waldrep,starter,500,75,2.8657318271978798,1.728408975693388,-0.6580172097568693,1.6580172097568693,96.56768017077789,evaluated
694819,Jacob Misiorowski,starter,500,81,2.1888705814969502,1.3312141506690485,-0.6442663116200023,1.6442663116200023,96.5092822969715,evaluated
688642,Zach Agnos,reliever,500,26,3.0177169420979455,1.8540151239815017,-0.627665763382443,1.627665763382443,96.43878241314977,evaluated
664285,Framber Valdez,starter,500,86,2.3352756056286887,1.5108896712691287,-0.5456294725127653,1.5456294725127653,96.09038735458216,evaluated
640448,Kyle Finnegan,reliever,500,19,1.8222943008488626,1.1857042625978462,-0.5368877032256463,1.5368877032256463,96.05326245302355,evaluated
691799,Grant Taylor,reliever,500,28,2.008853486505712,1.3519419878994818,-0.4859021352143049,1.485902135214305,95.83673486791328,evaluated
593974,Wandy Peralta,reliever,500,28,2.103393384940797,1.4373425954551904,-0.4633904203435062,1.4633904203435062,95.74113120107603,evaluated
805427,Drew Sommers,reliever,226,26,2.1760811274254372,1.49022392307336,-0.4602376822253673,1.4602376822253673,95.72774202453387,evaluated
666277,George Soriano,reliever,500,16,2.240783093384927,1.6439564588781468,-0.36304284781000873,1.3630428478100087,95.314971046353,evaluated
694361,Will Klein,reliever,500,24,1.7460207170996853,1.2836254984124547,-0.36022595317645667,1.3602259531764567,95.30300814358849,evaluated
