pitcher_id,pitcher_name,role,total_pitches,n_pitches_test,mean_surp_model,mean_surp_base,ppi,unpredictability_ratio,deception_plus,status
677955,Jaden Hill,reliever,500,1,20.72326583694641,1.6906633523566863,-1,12.257476219650343,141.5818940435527,evaluated
695505,Chase Burns,starter,500,77,12.453121660277501,1.038754107456137,-1,11.988517369885205,140.43966865497362,evaluated
676760,Ron Marinaccio,reliever,500,29,11.374424580905089,1.244591487220227,-1,9.139082741365733,128.3385737156051,evaluated
660825,Eduard Bazardo,reliever,500,6,7.635109625732137,0.8660633898902886,-1,8.815878508268707,126.96597682555287,evaluated
690986,Kyle Harrison,starter,500,86,11.98384270919406,1.381107196518147,-1,8.676982307677518,126.37610678844139,evaluated
666808,Camilo Doval,reliever,500,2,10.761044736692108,1.3427886726250757,-1,8.013952572041642,123.56032512486169,evaluated
687330,Kevin Kelly,reliever,500,4,10.05790186948135,1.8876557263830112,-1,5.328250129992491,112.15457469814731,evaluated
642100,Gabe Speier,reliever,500,16,5.209041256741587,1.0324127069487077,-1,5.0455028514099665,110.95379204894051,evaluated
695418,Brad Lord,starter,500,47,7.8501497424173206,1.6531718407299114,-1,4.74853826384516,109.69263075336822,evaluated
676755,Isaac Mattson,reliever,500,14,3.2288418104804077,0.6987911597098134,-1,4.620610558126189,109.1493421666477,evaluated
683175,Connor Phillips,reliever,416,20,4.168932093075731,0.9545664969817781,-1,4.3673563929358314,108.07381207162973,evaluated
621237,José Alvarado,reliever,500,28,3.7208257947704158,0.886525829134453,-1,4.197086731700972,107.35070394510018,evaluated
667463,John King,reliever,500,11,7.074803966074487,1.7167795988863122,-1,4.120973927383553,107.02746499028154,evaluated
808963,Roki Sasaki,starter,500,55,7.549059381004894,1.8755643623230298,-1,4.024953519406184,106.6196816140913,evaluated
665660,Elvis Alvarado,reliever,500,16,5.201672105614827,1.3030132553947593,-1,3.9920331463081973,106.47987403390998,evaluated
656848,Michael Petersen,reliever,500,10,4.548708592950448,1.1397739339008048,-1,3.99088666414995,106.47500510682374,evaluated
643511,Tyler Rogers,reliever,500,10,2.5633051578722554,0.6664230143172698,-1,3.8463635000635206,105.86123825214896,evaluated
678606,Jose A. Ferrer,reliever,500,14,2.74818119273383,0.7215631055012898,-1,3.808649821174813,105.70107426586996,evaluated
