pitcher_id,pitcher_name,role,total_pitches,n_pitches_test,mean_surp_model,mean_surp_base,ppi,unpredictability_ratio,deception_plus,status
677053,Andrew Nardi,reliever,500,13,15.56926231806658,1.5252871249381628,-1,10.207430498502227,132.87567644748543,evaluated
572955,Pierce Johnson,reliever,500,19,6.692315161862346,0.6899354085667521,-1,9.699915497545966,130.7203410878824,evaluated
682842,Abner Uribe,reliever,500,21,7.65433020157526,0.951899762902791,-1,8.041109473789131,123.67565616036477,evaluated
689254,Mason Fluharty,reliever,500,14,8.082950970728051,1.2878370550843294,-1,6.2763770764452556,116.18111879877821,evaluated
657649,Jared Koenig,reliever,500,15,7.848779791383666,1.26548818819645,-1,6.202175464450284,115.86599637329134,evaluated
670990,Yohan Ramírez,reliever,500,10,10.917264921546499,1.8431447092685032,-1,5.92317296989626,114.68111722529238,evaluated
642121,Cole Sulser,reliever,500,30,7.302463842367827,1.3398205546918383,-1,5.450329760053137,112.6730274391721,evaluated
680755,Braydon Fisher,reliever,500,22,6.397041529945448,1.310301678941431,-1,4.882113510770666,110.2599035479138,evaluated
643410,Mark Leiter Jr.,reliever,500,12,4.996682052188889,1.0945498545303614,-1,4.565056613463089,108.91341341366069,evaluated
676263,Jack Dreyer,reliever,500,14,3.8907362686079345,0.9020602393531614,-1,4.31316679182962,107.84367746838267,evaluated
663542,Bryan Hudson,reliever,500,24,7.125576894458409,1.713993643564659,-1,4.15729481915643,107.18171403155696,evaluated
672582,Angel Zerpa,reliever,500,14,4.024055697218253,1.0048585674425508,-1,4.004599082495571,106.53323956308672,evaluated
445276,Kenley Jansen,reliever,500,7,2.4328090269545712,0.64771072978978,-1,3.7560116191747515,105.47752820748175,evaluated
657612,Tim Hill,reliever,500,6,3.878478862466494,1.0360897452245947,-1,3.743381189074263,105.42388878293019,evaluated
675848,Juan Mejia,reliever,500,35,4.555230024521832,1.2256128551931222,-1,3.716695696541185,105.31055974726308,evaluated
657514,Brennan Bernardino,reliever,500,14,7.2793479802962935,1.9660988394161218,-1,3.702432367264945,105.24998566004041,evaluated
606303,Joel Payamps,reliever,500,13,4.616921965760925,1.3265860216563332,-1,3.48030349362221,104.30663971982405,evaluated
688642,Zach Agnos,reliever,500,45,6.266004137965913,1.8391104602368884,-1,3.407084171093679,103.99568892121795,evaluated
669622,Anthony Bender,reliever,500,26,4.649283836163185,1.4750573851977355,-1,3.1519342113865867,102.91210768889614,evaluated
681217,Chase Silseth,reliever,404,14,5.226791653782728,1.7333804639259622,-1,3.015374733106476,102.33216133918926,evaluated
694851,Andrew Hoffmann,reliever,278,32,3.807993297189326,1.268713404098844,-1,3.001460601651096,102.27307023948296,evaluated
676617,Riley O'Brien,reliever,500,11,2.83251823026843,1.0435105084849692,-1,2.714412751224565,101.0540237467554,evaluated
519141,Drew Pomeranz,reliever,500,19,1.738670295316789,0.6436310364404711,-1,2.701346263431156,100.998532454648,evaluated
