pitcher_id,pitcher_name,role,total_pitches,n_pitches_test,mean_surp_model,mean_surp_base,ppi,unpredictability_ratio,deception_plus,status
445276,Kenley Jansen,reliever,500,10,20.72326583694641,0.2584441725577642,-1,80.18468991524507,430.05794949328345,evaluated
800311,Didier Fuentes,reliever,500,27,18.667340762704992,0.8631924390774085,-1,21.625931736215037,181.36823218464033,evaluated
657612,Tim Hill,reliever,500,4,10.019064322618307,0.5261250869569841,-1,19.04312219850004,170.3994515313234,evaluated
671737,Taj Bradley,starter,500,90,12.7200287791356,1.2408753267156365,-1,10.25085156040867,133.06007878022857,evaluated
594027,Tyron Guerrero,reliever,170,14,9.934874599631907,0.9850768482681387,-1,10.085380259518217,132.357348525681,evaluated
695380,Alex Hoppe,reliever,351,14,12.764114478470809,1.2785979705276986,-1,9.982899060290896,131.92212719828578,evaluated
664126,Pete Fairbanks,reliever,500,15,10.317310590042371,1.216581064439192,-1,8.480577983349058,125.54200891112453,evaluated
543056,Danny Coulombe,reliever,500,4,12.211891188402213,1.5521060612561115,-1,7.867948907125066,122.94027081901181,evaluated
657424,Matt Gage,reliever,500,27,10.573491743621465,1.439324509639298,-1,7.346148608468591,120.72426807578913,evaluated
663423,Trent Thornton,reliever,500,12,10.625504438920345,1.8848316452299851,-1,5.637375871638569,113.46738247777535,evaluated
669622,Anthony Bender,reliever,500,13,4.227792531792441,0.9045223386376733,-1,4.6740609393462185,109.37633742079926,evaluated
682842,Abner Uribe,reliever,500,7,2.9769995461088503,0.6648645906313091,-1,4.477602790189351,108.5420109580107,evaluated
642121,Cole Sulser,reliever,500,24,5.599101228477614,1.2705836920992735,-1,4.406715797860362,108.2409651942112,evaluated
622088,Tejay Antone,reliever,304,23,6.339225878644914,1.5326769359253742,-1,4.13604832829139,107.0914835695162,evaluated
664991,Grant Wolfram,reliever,500,3,5.9718872831117356,1.4919907491721365,-1,4.0026302350905105,106.52487818180381,evaluated
518886,Craig Kimbrel,reliever,500,11,3.7998100437230407,0.9686934811769548,-1,3.922613414417017,106.18505949144857,evaluated
678606,Jose A. Ferrer,reliever,500,17,2.984901511380231,0.8265947163181785,-1,3.6110822540405185,104.86203628166662,evaluated
607067,Colin Rea,starter,500,77,7.348520684131348,2.1463654177184575,-1,3.4237043811219596,104.06627230553268,evaluated
657097,Jacob Webb,reliever,500,26,5.406757973902349,1.651255168606404,-1,3.274332202978323,103.43191246062702,evaluated
666974,Yennier Cano,reliever,500,15,3.459561014946824,1.0985582320040581,-1,3.1491830966808907,102.90042414300619,evaluated
681293,Spencer Arrighetti,starter,500,89,7.315146306348425,2.326720126732409,-1,3.1439734509975827,102.87829960770954,evaluated
699823,Tyler Davis,reliever,323,28,3.4629410449263083,1.1612216733145337,-1,2.982153299844861,102.19107520445327,evaluated
813349,Connelly Early,starter,500,97,5.158483275407732,1.7850306772469922,-1,2.889856931402171,101.7991072309103,evaluated
668964,Tobias Myers,reliever,500,39,4.481286021175036,1.5801240135588759,-1,2.836034376239838,101.5705314133148,evaluated
681751,Lazaro Estrada,reliever,185,32,4.358385693511416,1.6284422832320309,-1,2.676413980642386,100.89264902147065,evaluated
642546,Jonathan Hernández,reliever,500,14,3.5030676944563943,1.333173330135126,-1,2.6276160910759705,100.6854121582088,evaluated
592155,Cam Booser,reliever,500,24,3.218172637996564,1.231293679395889,-1,2.6136515535233635,100.62610699183752,evaluated
689254,Mason Fluharty,reliever,500,11,3.1398601529539936,1.2206832266603278,-1,2.5722153662620153,100.45013410551249,evaluated
489446,Kirby Yates,reliever,500,15,1.9210653083532039,0.7469869945778002,-1,2.5717520148245647,100.44816632577164,evaluated
676661,Max Lazar,reliever,500,26,3.7036562713546783,1.4532718025315658,-1,2.548495240121631,100.34939850851875,evaluated
