pitcher_id,pitcher_name,role,total_pitches,n_pitches_test,mean_surp_model,mean_surp_base,ppi,unpredictability_ratio,deception_plus,status
594027,Tyron Guerrero,reliever,217,9,16.666248566213127,0.6077734387523063,-1,27.42181132565969,205.98240949091533,evaluated
641755,Tyler Kinley,reliever,500,12,17.61370263549176,0.804172795187385,-1,21.90288298845957,182.5444000333232,evaluated
680730,Mitchell Parker,reliever,500,28,13.87748968723414,1.249417822903128,-1,11.107164819362524,136.69670477639147,evaluated
694361,Will Klein,reliever,500,22,13.424687869101247,1.236648141885312,-1,10.85570536550102,135.6287965344814,evaluated
518886,Craig Kimbrel,reliever,500,10,9.312234789647116,1.185313270807949,-1,7.856349050491594,122.89100807579962,evaluated
656638,Alex Lange,reliever,500,9,11.424341167979197,1.7332974375723753,-1,6.591102554204384,117.51770776561483,evaluated
572955,Pierce Johnson,reliever,500,26,7.110857180030836,1.1620807607754047,-1,6.119073148828381,115.51307407742364,evaluated
656427,Jack Flaherty,starter,500,93,7.845134165653124,1.319162721749722,-1,5.94705568638828,114.78254331760814,evaluated
686973,Louis Varland,reliever,500,22,7.8713127407870465,1.3822971542208713,-1,5.694370936633877,113.7094314392362,evaluated
681517,Kyle Leahy,starter,500,86,10.289254935271885,1.866702163941722,-1,5.511996039874475,112.93491430585323,evaluated
665660,Elvis Alvarado,reliever,500,10,7.790545337049988,1.4170933833495647,-1,5.497552545644931,112.87357508677496,evaluated
660825,Eduard Bazardo,reliever,500,9,5.741339660507494,1.0855424011563177,-1,5.288913315953232,111.98751751545676,evaluated
668941,JoJo Romero,reliever,500,17,5.987532972889327,1.2196232054273959,-1,4.909330149052961,110.37548827496389,evaluated
445276,Kenley Jansen,reliever,500,28,3.2472509437211614,0.7330083650793866,-1,4.430032586830679,108.33998788249713,evaluated
679775,Kyle Backhus,reliever,500,8,4.032956052445419,0.9520167217253578,-1,4.236223965831626,107.51691354371287,evaluated
675848,Juan Mejia,reliever,500,15,4.074796191425917,1.0629919210240988,-1,3.8333275266101845,105.80587654958276,evaluated
621053,Tyler Ferguson,reliever,500,8,4.347015424520547,1.1395484230105815,-1,3.81468249768284,105.72669408196663,evaluated
682120,Tim Herrin,reliever,500,16,6.276774701563815,1.673927945337718,-1,3.7497281284096515,105.45084322319116,evaluated
595345,Steven Okert,reliever,500,2,2.5041264567405426,0.6745606198300995,-1,3.7122333903382216,105.29160904368486,evaluated
623352,Josh Hader,reliever,500,28,3.108173741432012,0.8580848217834881,-1,3.6222220257571065,104.90934511753045,evaluated
621237,José Alvarado,reliever,500,23,3.142199961845003,0.8838149867217372,-1,3.5552689296434186,104.62500598426969,evaluated
694680,Trevor Martin,reliever,166,14,5.810846477644919,1.7351544371309882,-1,3.3488929592070966,103.74856011446153,evaluated
547973,Aroldis Chapman,reliever,500,22,4.073239649102908,1.2756247218042873,-1,3.1931331993484564,103.0870732275832,evaluated
663542,Bryan Hudson,reliever,500,15,2.6872058140554,0.8424614404319483,-1,3.1897077837504484,103.07252603322281,evaluated
677958,Kumar Rocker,starter,500,91,4.910165217599708,1.5441886080104996,-1,3.1797703934144823,103.03032351953765,evaluated
669270,Joel Kuhnel,reliever,500,26,4.056526427697496,1.3654539481607575,-1,2.970826246583831,102.142971013705,evaluated
