pitcher_id,pitcher_name,role,total_pitches,n_pitches_test,mean_surp_model,mean_surp_base,ppi,unpredictability_ratio,deception_plus,status
657612,Tim Hill,reliever,500,21,13.891302570088852,1.5801289293355825,-1,8.79124627882733,126.86136767114203,evaluated
689147,Orion Kerkering,reliever,500,15,11.08473813323711,1.3314490144596345,-1,8.325319267096251,124.88264987662166,evaluated
679358,Eric Orze,reliever,500,23,7.205314825318338,1.3387683881065022,-1,5.382047327476288,112.38304282572167,evaluated
664854,Ryan Helsley,reliever,500,12,4.76516493497212,0.9352142270300303,-1,5.095265659190092,111.16512676614009,evaluated
670245,Ryan Watson,reliever,139,35,8.17546672739765,1.8631259543743792,-1,4.388037592521703,108.16164183166136,evaluated
688497,Taylor Rashi,reliever,349,15,6.748322551733242,1.6654787163976061,-1,4.051881591335922,106.73404084581203,evaluated
677053,Andrew Nardi,reliever,500,16,4.865646419163968,1.2737859492137489,-1,3.8198304999103767,105.7485568273267,evaluated
677865,Justin Bruihl,reliever,446,20,4.886930058417628,1.4147197890251004,-1,3.454344878985023,104.19639761878582,evaluated
656550,Grant Holmes,starter,500,58,5.2050069880558265,1.689804673447958,-1,3.0802417994473186,102.6076414363188,evaluated
641927,Bailey Ober,starter,500,94,4.652955074787047,1.5208269992974233,-1,3.059490051752483,102.51951206970705,evaluated
607481,Aaron Bummer,reliever,500,22,3.441865376422648,1.2399930066882647,-1,2.775713538590896,101.31435842520474,evaluated
700669,Gordon Graceffo,reliever,500,19,3.5518061295258008,1.3374554494786721,-1,2.655644441024381,100.80444409539552,evaluated
667463,John King,reliever,500,6,4.967471333999079,1.8917763583916762,-1,2.625823772436956,100.67780046647346,evaluated
656234,Jake Bird,reliever,500,28,4.097508042800718,1.6188720221331865,-1,2.5310883051777218,100.27547402881622,evaluated
660761,José Suarez,reliever,500,34,3.1928526913631075,1.28291916693708,-1,2.4887403459610944,100.09562899224656,evaluated
