pitcher_id,pitcher_name,role,total_pitches,n_pitches_test,mean_surp_model,mean_surp_base,ppi,unpredictability_ratio,deception_plus,status
572955,Pierce Johnson,reliever,500,19,11.094592092235553,0.6230580422738378,-1,17.80667504386279,165.1484574372593,evaluated
641835,Tim Mayza,reliever,500,12,11.138494453208232,0.9026046213713037,-1,12.340391561795691,141.93402229285118,evaluated
690986,Kyle Harrison,starter,500,89,12.560571662525312,1.1979612086130398,-1,10.484956918653092,134.05428694263958,evaluated
808963,Roki Sasaki,starter,500,89,13.130005251599037,1.2606436501979994,-1,10.415318595018356,133.75854407586596,evaluated
543056,Danny Coulombe,reliever,500,2,11.268481804803155,1.2585211895261477,-1,8.953748175702874,127.55148733987792,evaluated
673929,Jordan Leasure,reliever,500,18,7.379239607899154,1.1274140176814944,-1,6.545279278214423,117.32310361234268,evaluated
677053,Andrew Nardi,reliever,500,11,6.424871536195212,1.1237495309512564,-1,5.717351918052899,113.80702800634745,evaluated
657044,Ryan Thompson,reliever,500,13,4.315545576129407,0.7611860052995426,-1,5.669501995679951,113.60381700874078,evaluated
666974,Yennier Cano,reliever,500,7,12.238535809582412,2.3623335543636657,-1,5.180697614431112,111.52794267034794,evaluated
682842,Abner Uribe,reliever,500,13,4.507909759490678,0.8808550349077805,-1,5.117652259276267,111.26019909041841,evaluated
695243,Mason Miller,reliever,500,12,4.0580666783812305,0.8074162218151852,-1,5.025991017691131,110.87092839946087,evaluated
684007,Shota Imanaga,starter,500,88,6.474921853320653,1.3351859708476514,-1,4.849453180825445,110.1212003295762,evaluated
676263,Jack Dreyer,reliever,500,15,4.411472385271516,0.9981093571701457,-1,4.419828702717493,108.29665361219378,evaluated
641755,Tyler Kinley,reliever,500,19,3.388424729157059,0.7813485478786806,-1,4.336636624405908,107.94335010848262,evaluated
663542,Bryan Hudson,reliever,500,18,6.716662579280166,1.6342028423597608,-1,4.110054397886998,106.9810914880406,evaluated
667463,John King,reliever,500,5,10.596897043978773,2.6409412300649318,-1,4.012545574033176,106.56698704673452,evaluated
672335,Cionel Pérez,reliever,500,20,9.42007074337201,2.36498892785861,-1,3.983135241102992,106.44208604798042,evaluated
681799,Ethan Roberts,reliever,500,13,6.208911969553747,1.5844876116706035,-1,3.9185613846531653,106.16785116654835,evaluated
673540,Kodai Senga,starter,500,87,5.5027717263856255,1.4564371735385477,-1,3.7782417438687976,105.57193600569694,evaluated
664199,Taylor Clarke,reliever,500,17,7.991979328677195,2.1727874219354115,-1,3.678215019101287,105.14713844032354,evaluated
643410,Mark Leiter Jr.,reliever,500,25,6.445730181323098,1.7560642737628764,-1,3.6705548183104106,105.11460678786968,evaluated
657514,Brennan Bernardino,reliever,500,13,7.311647974745862,2.014699915713675,-1,3.629149888635315,104.938766647534,evaluated
681870,Erik Sabrowski,reliever,500,13,2.3404155732567506,0.6489757069900438,-1,3.6063223138376364,104.84182157390521,evaluated
665660,Elvis Alvarado,reliever,500,8,3.945848640931831,1.2084062186434235,-1,3.26533294851917,103.39369406056134,evaluated
680767,Victor Vodnik,reliever,500,21,4.416676315248162,1.354595748240593,-1,3.2605124598868187,103.3732222132656,evaluated
701552,Andre Granillo,reliever,417,8,6.331355072077249,1.965798161319846,-1,3.2207554145977775,103.204380375402,evaluated
668941,JoJo Romero,reliever,500,18,3.715045462846581,1.1619183086414218,-1,3.1973379154257535,103.104929986933,evaluated
677161,Zack Kelly,reliever,500,16,5.049051688709163,1.6591599996314836,-1,3.043137304317009,102.45006455641597,evaluated
805123,AJ Blubaugh,reliever,500,43,5.223845113015185,1.7394299739565366,-1,3.0031936848443164,102.2804303677165,evaluated
628452,Raisel Iglesias,reliever,500,14,2.9847396556052694,1.0283976643616517,-1,2.902320531287827,101.85203815411629,evaluated
800048,Parker Messick,starter,500,90,4.843877850186976,1.7336033175919714,-1,2.794109702625207,101.3924840032655,evaluated
621383,Tanner Banks,reliever,500,7,3.53227488797411,1.2662415710990718,-1,2.7895742554938927,101.37322268181624,evaluated
669622,Anthony Bender,reliever,500,30,4.355867490061475,1.58031445222346,-1,2.7563295924636306,101.23203789395342,evaluated
681911,Alex Vesia,reliever,500,16,2.9567003728343213,1.1276931130250454,-1,2.621901595996228,100.66114360795032,evaluated
669372,J.T. Ginn,reliever,500,25,3.453015763103452,1.3411941649934669,-1,2.5745830493680026,100.46018927848088,evaluated
683175,Connor Phillips,reliever,449,28,2.4772908963981086,0.9765075774569537,-1,2.536888554259388,100.30010676265988,evaluated
663485,Cole Sands,reliever,500,20,4.644374344080139,1.8307839170797995,-1,2.536822778893628,100.2998274251598,evaluated
676962,Ben Brown,reliever,500,41,2.958703122455808,1.1936613515094072,-1,2.4786788302347835,100.05289933780234,evaluated
663158,Robert Suarez,reliever,500,14,2.635879299451525,1.1084436244646958,-1,2.3780003252077693,99.62533376549841,evaluated
672582,Angel Zerpa,reliever,500,23,3.199487783154647,1.3696556377299187,-1,2.335979712723638,99.44687891835383,evaluated
643377,Griffin Jax,reliever,500,30,4.560175222555311,1.9822128686984177,-1,2.300547683130351,99.29640473315533,evaluated
621381,Matt Strahm,reliever,500,23,4.269459853181535,1.8762267061038835,-1,2.2755564875458827,99.19027110671972,evaluated
677955,Jaden Hill,reliever,500,10,3.332454313069873,1.5004061073441646,-1,2.2210348896596908,98.95872656603667,evaluated
455119,Chris Martin,reliever,500,13,4.185140205280839,1.8920044539910963,-1,2.212013928641911,98.92041598167447,evaluated
670036,Matt Festa,reliever,500,13,2.6941986996538207,1.2472595940539448,-1,2.1600945885666962,98.6999228153631,evaluated
683232,Nick Mears,reliever,500,10,4.443931968259275,2.0635391585370635,-1,2.1535486495976066,98.67212325535935,evaluated
656271,Brock Burke,reliever,500,14,2.5198195695782672,1.1762101049810785,-1,2.142320967068042,98.6244410762774,evaluated
642528,Jonathan Loáisiga,reliever,500,25,3.669152520203322,1.7289371056499958,-1,2.1222012693306738,98.53899592514657,evaluated
681982,Grant Anderson,reliever,500,11,2.65218216215242,1.2598057969382637,-1,2.1052309559124764,98.46692570750794,evaluated
518585,Fernando Cruz,reliever,500,15,2.25470764204783,1.0959962719107588,-1,2.0572219995940086,98.26303931806947,evaluated
677944,Slade Cecconi,starter,500,84,4.26820309321153,2.0949630357141764,-1,2.03736439280729,98.17870722545376,evaluated
605130,Scott Barlow,reliever,500,16,3.1971642946280174,1.5730910952243269,-1,2.03240886960338,98.15766190784424,evaluated
687911,Bryan King,reliever,500,22,2.4133013933437177,1.2178829420044748,-0.9815544746621887,1.9815544746621887,97.94169139386644,evaluated
593974,Wandy Peralta,reliever,500,10,3.0620109450075743,1.5845963167987789,-0.9323602563922948,1.9323602563922948,97.7327713857379,evaluated
594580,Sam Moll,reliever,500,5,2.829352754659187,1.4726992373559944,-0.9212020233940337,1.9212020233940337,97.68538414775178,evaluated
668390,Cole Winn,reliever,500,14,2.9301076734335614,1.5349501688960814,-0.9089269038231131,1.9089269038231131,97.6332536704167,evaluated
656945,Tanner Scott,reliever,500,15,1.4544170534049783,0.7669319026663296,-0.8964096399543755,1.8964096399543755,97.58009484482349,evaluated
527048,Martín Pérez,starter,500,74,3.0743054881191623,1.6601114662872123,-0.8518669080665715,1.8518669080665715,97.39092895835667,evaluated
676617,Riley O'Brien,reliever,500,11,2.0970484738809696,1.1346372000545384,-0.8482105767201809,1.8482105767201809,97.37540110159884,evaluated
